,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
99,-0.827244,-0.423605,0.485458,-0.540781,-0.119517,-0.619595,-0.738715,-0.878434,-0.487389,-0.483422,0.520762
100,-0.842840,-1.310949,0.920063,-1.030636,-0.648850,-1.031880,-1.083701,-0.975173,-0.970258,-1.005804,0.588706
101,-0.842256,-0.937667,0.869570,-0.813359,-0.083743,-0.683152,-0.842616,-0.941082,-0.843301,-0.931505,0.263815
102,-0.748291,-1.010615,0.895443,-0.841004,0.054577,-0.640751,-0.841584,-0.990600,-0.266264,-0.849408,0.216531
103,-0.861146,-1.067256,0.760449,-0.848422,-0.274063,-0.594806,-0.880671,-0.906285,-0.881217,-1.096003,0.331503
104,-0.848371,-0.547908,0.639923,-0.807982,0.092720,-0.740160,-0.809374,-0.958158,-0.695491,-0.788569,0.529725
105,-0.810888,-0.065012,0.364507,-0.636981,0.122512,-0.710097,-0.743630,-0.879279,-0.317410,-0.746958,0.498911
106,-0.920557,0.365848,0.704872,-0.625568,0.109339,-0.538404,-0.768173,-0.924245,-0.512376,-0.629835,0.418270
107,-0.827009,-0.390532,0.337206,-0.837039,-0.158006,-0.270335,-0.769598,-0.884743,-0.331521,-0.664461,0.424894
108,-0.871993,-0.909312,0.547884,-0.769416,0.085364,-0.592602,-0.755191,-0.955835,-0.731430,-0.886198,0.305440
109,-0.869734,-0.994489,0.608223,-0.995397,-0.285996,-0.858902,-1.011091,-0.939040,-0.900587,-0.798783,0.401077
110,-0.811999,-0.726309,0.366601,-0.843609,0.069962,-0.728288,-0.799947,-0.960196,-0.828795,-0.844274,0.232562
111,-0.906611,-1.303880,0.902194,-1.067349,-0.556833,-0.956566,-1.054309,-1.033299,-0.792032,-0.930551,0.534724
112,-0.877402,-0.872662,0.223802,-0.965152,0.025159,-0.824029,-0.857096,-0.962485,-0.754820,-0.895510,0.451243
113,-0.862563,-1.153809,0.780142,-1.030366,-0.623228,-0.481217,-0.954104,-0.975184,-0.885074,-0.944262,0.425804
114,-0.839608,-0.279646,-0.347752,-0.647949,-0.157779,-0.739628,-0.762497,-0.904291,-0.594478,-0.739986,0.439385
115,-0.901300,-1.288198,0.629743,-0.899642,-0.385278,-0.546435,-0.876422,-1.049819,-0.607595,-0.912677,0.291195
116,-0.954041,-1.367484,1.087371,-1.074130,-0.478799,-0.948036,-0.971967,-0.997639,-0.735259,-0.845283,0.567650
117,-0.886000,-0.551350,0.678355,-0.742253,-0.181422,-0.749847,-0.836968,-0.794772,-0.520833,-0.957093,0.588602
118,-0.893372,-0.638096,0.803841,-0.810744,-0.192995,-0.529376,-0.785613,-0.978192,-0.488340,-0.676497,0.582528
119,-0.782757,-0.782365,0.790582,-0.834849,-0.035334,-0.973656,-0.740800,-1.039591,-0.459238,-0.870299,0.601011
120,-0.889745,-0.266266,0.069925,-0.659631,0.180741,-0.603663,-0.740617,-0.885076,-0.398035,-0.717386,0.560125
121,-0.882396,-0.758571,0.364079,-0.543185,-0.045620,-0.372016,-0.834036,-0.962389,-0.703309,-0.240645,0.414287
122,-0.960993,-0.946985,0.546882,-0.908391,-0.165436,-0.922844,-0.915028,-1.023012,-0.785321,-0.898276,0.522204
123,-0.920576,-1.359559,0.685914,-1.011078,-0.577718,-0.911884,-0.942576,-1.030059,-1.018937,-0.984449,0.425627
124,-0.892922,-1.390528,0.957306,-0.978638,-0.500103,-0.826941,-1.157983,-1.058867,-0.910325,-1.008926,0.543538
125,-0.737671,-0.303005,0.772747,-0.714807,0.114719,-0.647782,-0.685443,-0.906592,-0.576872,-0.768070,0.243116
126,-0.800732,-0.822756,0.679785,-0.816071,0.214659,-0.567473,-0.834224,-0.946930,-0.610028,-0.860772,0.432633
127,-0.898487,-0.215488,0.232119,-0.746716,0.079283,-0.487554,-0.711942,-0.782540,-0.319646,-0.576148,0.246997
128,-0.894443,-0.272796,0.481597,-0.715004,0.194671,-0.570755,-0.787467,-0.905749,-0.450434,-0.693238,0.463597
129,-0.900782,-1.181006,0.839943,-0.929797,-0.585411,-0.829051,-1.001760,-0.988541,-1.098480,-0.907657,0.438195
130,-0.841144,-0.148336,0.259944,-0.602825,0.217457,-0.519385,-0.760697,-0.808359,-0.368004,-0.690615,0.369098
131,-0.900119,-1.326052,1.081354,-1.023497,-0.561287,-0.996670,-1.087883,-1.006774,-0.960604,-1.060405,0.624358
132,-0.851327,-0.656200,0.336189,-0.796472,-0.036463,-0.658665,-0.801516,-0.944986,-0.688479,-0.655916,0.333953
133,-0.805677,-0.823180,0.434244,-0.850003,-0.094751,-0.676404,-0.796511,-0.941902,-0.815016,-0.842150,0.445608
134,-0.830352,0.339872,-0.130642,-0.736420,0.490139,-0.723538,-0.704368,-0.883911,-0.450826,-0.675620,0.407057
135,-0.806385,-0.291691,0.327027,-0.666670,0.220937,-0.806189,-0.756373,-0.886428,-0.596155,-0.802240,0.288208
136,-0.887375,-0.799006,0.535260,-0.796397,-0.147283,-0.553984,-0.827724,-0.900798,-0.331392,-0.732843,0.200491
137,-0.822971,-1.258674,0.554615,-0.741754,-0.346699,-0.415091,-0.814781,-0.955032,-0.644292,-0.643201,0.226983
138,-0.895875,-0.218869,0.368117,-0.731614,0.014611,-0.480352,-0.761914,-0.912377,-0.389971,-0.717199,0.354248
139,-0.910985,-0.802196,0.754287,-0.822377,0.063787,-0.804164,-0.847192,-0.963176,-0.719019,-1.026270,0.547318
140,-0.841671,0.032258,0.363200,-0.688211,0.031689,-0.539808,-0.778958,-0.874619,-0.191156,-0.579801,0.450624
141,-0.824414,-1.014557,0.781391,-0.924833,-0.526887,-0.892234,-0.908895,-0.891554,-0.853177,-0.994491,0.511952
142,-0.880881,-0.429466,0.577915,-0.649395,0.125133,-0.716580,-0.737290,-0.932842,-0.322417,0.047669,0.011801
143,-0.920576,-1.359559,0.685914,-1.011078,-0.577718,-0.911884,-0.942576,-1.030059,-1.018937,-0.984449,0.425627
144,-0.812143,-0.245734,0.287994,-0.712913,0.099684,-0.823304,-0.751484,-0.901367,-0.538112,-0.771676,0.322567
145,-0.958612,-1.310162,0.970237,-1.022592,-0.476711,-1.012652,-1.091582,-1.071212,-1.228019,-1.057576,0.806021
146,-0.812961,-0.410420,0.243708,-0.751316,0.131689,-0.749190,-0.729754,-0.876159,-0.409473,-0.621964,0.536290
147,-0.855693,-0.751368,0.745810,-0.635931,0.107552,-0.574453,-0.778528,-0.874849,-0.538928,-0.877351,0.512371
148,-0.871482,-1.385422,0.803206,-1.055541,0.066399,-0.864656,-1.039653,-1.046253,-1.077240,-0.948315,0.396545
149,-0.833037,-1.099481,0.736220,-0.792848,-0.378842,-0.646965,-1.015538,-0.982986,-1.185450,-0.995117,0.376379
150,-0.937108,-1.243838,0.846320,-0.998503,-0.455446,-0.929749,-1.065081,-1.012516,-0.898492,-1.005828,0.363707
151,-0.953131,-1.279323,0.727702,-0.834908,-0.140235,-0.645659,-0.835292,-1.024334,-0.818926,-0.899785,0.499482
152,-0.844285,-1.419518,0.992385,-0.931856,-0.134456,-0.566963,-0.656488,-1.052773,-1.001424,-0.931152,0.581538
153,-0.940524,-1.222776,0.680499,-0.849732,-0.186099,-0.588561,-0.816708,-1.000916,-0.691020,-0.812233,0.110025
154,-0.913693,-0.665063,0.092100,-0.665748,-0.150885,-0.547805,-0.744510,-0.937244,-0.323172,-0.770277,0.093393
155,-0.865400,-1.153878,0.907175,-0.983731,-0.552772,-0.779649,-0.936121,-0.945667,-0.711260,-0.935595,0.470164
156,-0.843203,-0.821096,0.964051,-0.968953,-0.253455,-1.030494,-0.849586,-1.008802,-0.652838,-0.930582,0.602194
157,-0.865706,-0.848264,0.283442,-0.880268,0.040167,-0.438819,-0.895886,-0.977844,-0.541080,-0.858919,0.261356
158,-0.904839,-0.489459,0.225100,-0.893730,0.059826,-0.510352,-0.789382,-0.959156,-0.435916,-0.773186,-0.075682
159,-0.835981,0.116485,-0.073396,-0.685039,0.380281,-0.707454,-0.706881,-0.888905,-0.422710,-0.693917,0.338197
160,-0.843379,-0.266907,0.150094,-0.664620,0.206868,-0.628343,-0.758406,-0.852836,-0.522539,-0.676583,0.415543
161,-0.849556,-0.856992,0.270315,-0.865435,-0.039576,-0.423216,-0.783496,-0.972119,-0.024754,-0.799196,0.261760
162,-0.880397,-0.341877,0.401170,-0.635437,-0.068995,-0.410528,-0.847530,-0.939802,-0.653808,-0.800962,0.629530
163,-0.884958,-0.365942,-0.499520,-0.785100,0.266840,-0.712724,-0.746927,-0.968492,-0.493306,-0.755897,0.095046
164,-0.893685,-1.164854,0.574904,-0.942877,-0.341385,-0.683889,-0.851433,-0.895569,-0.894937,-1.000856,0.625137
165,-0.835588,-0.665221,0.674300,-0.908074,-0.338652,-0.478665,-0.777134,-0.838402,-0.472342,-0.797399,0.303282
166,-0.906425,-0.877017,0.950354,-0.814337,-0.553744,-0.860178,-0.821044,-0.891942,-0.828939,-0.939575,0.820769
167,-0.862829,0.162445,-0.067718,-0.645270,0.111726,-0.587455,-0.720849,-0.876052,-0.289088,-0.591498,0.335011
168,-0.912116,-1.233367,1.037151,-0.763324,-0.450020,-0.444372,-0.959564,-0.937717,-0.832970,-0.990535,0.316162
169,-0.799953,-0.920629,0.182593,-0.737224,0.129230,-0.366921,-0.701433,-1.011960,-0.818108,-0.729705,0.400185
170,-0.924313,-0.938204,0.695750,-0.976755,-0.176837,-0.986999,-0.956722,-1.020593,-0.904497,-0.835639,0.596496
171,-0.856456,-1.054261,0.747050,-0.861357,0.079996,-0.457250,-0.727340,-0.967404,-0.408803,-0.629706,0.502913
172,-0.857355,-0.276368,0.507943,-0.756294,-0.243946,-0.874346,-0.851610,-0.885031,-0.680590,-0.812395,0.491561
173,-0.882465,-1.130136,0.497994,-0.825443,-0.157019,-0.442292,-0.880162,-0.991954,-0.630730,-0.719706,0.569952
174,-0.913244,-0.279498,0.817344,-0.734410,0.629804,-0.867592,-0.766600,-0.904062,-0.459583,-0.786150,0.741675
175,-0.910078,-0.465548,0.265330,-0.462355,-0.190975,-0.232361,-0.788096,-0.857239,-0.274866,-0.578038,0.553108
176,-0.893893,-0.646580,0.502972,-0.542661,-0.101529,-0.293916,-0.801583,-0.954104,-0.816238,-0.172069,0.615194
177,-0.816430,0.896805,0.111407,-0.781799,0.223723,-0.689502,-0.719885,-0.884733,-0.414818,-0.662519,0.280570
178,-0.960087,-1.030954,0.691497,-0.856992,-0.092551,-0.544748,-0.806739,-0.939414,-0.457992,-0.718903,0.122907
179,-0.939810,-1.287719,0.708947,-0.895526,-0.285049,-0.714166,-1.054541,-1.005466,-0.847330,-0.808178,0.456931
180,-0.835227,-1.127060,0.505409,-0.932758,-0.259393,-0.541578,-0.833018,-0.995630,-0.347637,-0.822856,0.312227
181,-0.878779,-0.670077,0.827417,-0.796510,-0.036140,-0.520910,-0.787432,-1.050109,-0.653606,-0.922095,0.292486
182,-0.846694,-1.178714,0.853206,-1.011328,0.143206,-0.742828,-0.966781,-1.104182,-0.920154,-0.841856,0.424618
183,-0.867218,-0.504331,0.227458,-0.652718,-0.007376,-0.584667,-0.783250,-0.888454,-0.371320,-0.688276,0.312205
184,-0.789200,-0.614940,0.626925,-0.898508,0.184387,-0.878136,-0.819096,-0.873069,-0.171664,-0.830918,0.602390
185,-0.916140,-0.522358,0.316035,-0.719829,0.036909,-0.460911,-0.822399,-0.869139,-0.572490,-0.741868,0.425730
186,-0.948317,-0.867500,0.682354,-0.896577,-0.344562,-0.865467,-0.878403,-0.981856,-0.670850,-0.846311,0.669382
187,-0.877814,-0.532028,0.804209,-0.846087,0.249167,-0.688048,-0.817746,-0.960449,-0.584420,-0.767737,0.377266
188,-0.844616,0.360168,-0.164448,-0.737290,0.153332,-0.602374,-0.697778,-0.868839,-0.267420,-0.598811,0.372447
189,-0.251382,-0.757938,0.494858,-0.900026,-0.091457,-0.541489,-0.778683,-0.945014,-0.616645,-0.630909,0.513817
190,-0.952227,-0.273056,0.973206,-0.803997,0.334662,-0.555319,-0.694622,-0.939998,-0.258478,-0.801022,0.368137
191,-0.861760,-0.928430,0.520199,-0.911577,-0.497993,-0.759789,-0.919696,-0.982936,-0.950767,-0.874905,0.149623
192,-0.941113,-1.007276,0.894106,-0.897555,0.135890,-0.821593,-0.832567,-0.840188,-0.783696,-0.857295,0.650310
193,-0.855948,-0.572320,-0.642759,-0.772801,0.709194,-0.799813,-0.764793,-0.945024,-0.803748,-0.868764,0.838313
194,-0.874799,-1.343231,0.799517,-0.995379,-0.375451,-0.774082,-0.940371,-0.978506,-1.030601,-1.056753,0.443043
195,-0.847667,-1.064876,0.508530,-1.024726,-0.001745,-0.856044,-0.852187,-1.044824,-1.008074,-0.899273,0.513431
196,-0.860437,-0.595413,0.273707,-0.716390,0.083470,-0.668557,-0.726631,-0.887917,-0.761976,-0.863236,0.596875
197,-1.001436,-1.214645,0.820012,-0.934250,-0.236105,-0.839031,-0.910669,-0.971588,-0.642450,-0.708910,0.142726
198,-0.845940,-1.450719,0.685634,-0.972287,-0.457693,-0.967155,-1.068159,-1.077615,-0.950459,-1.102217,0.600570
199,-0.948092,-1.354982,0.338826,-0.916462,-0.235294,-0.923162,-0.968517,-0.990803,-1.148962,-1.031009,0.251794
200,-0.897996,-0.203787,0.133093,-0.711329,0.144791,-0.443493,-0.681162,-0.902355,-0.246696,-0.648841,0.290120
201,-0.806287,-0.368880,0.281327,-0.473518,-0.183335,-0.569702,-0.680503,-0.976858,-0.519875,-0.746134,0.412536
202,-0.873125,-0.636712,-0.431964,-0.863764,0.466033,-0.705713,-0.759652,-0.989568,-0.965932,-0.922300,0.410566
203,-0.925917,-0.579379,0.860231,-0.713505,-0.040058,-0.620685,-0.670465,-0.895542,-0.562101,-0.860962,0.427824
204,-0.916490,-1.424549,0.736388,-0.975710,-0.440403,-0.557766,-0.944683,-0.874231,-1.235989,-1.035089,0.170213
205,-0.847957,-0.681143,0.767992,-0.852538,-0.360423,-0.767642,-0.774269,-0.922081,-0.749073,-0.886941,0.412152
206,-0.837193,-0.205270,0.057258,-0.557915,-0.015302,-0.236060,-0.751725,-0.903604,-0.344454,-0.540867,0.284306
207,-0.813334,-1.036729,0.694432,-0.925462,-0.537939,-0.753949,-0.899567,-0.973331,-0.962694,-0.972232,0.397030
208,-0.979348,-1.266649,1.017428,-0.926711,0.055791,-0.655698,-1.039733,-0.998467,-0.653251,-0.869871,0.298204
209,-0.782963,-0.815776,0.157972,-0.810164,0.167487,-0.937817,-0.872908,-0.893952,-0.678118,-0.812708,0.414486
210,-0.807220,0.224701,-0.221518,-0.683082,0.070978,-0.566210,-0.710448,-0.885294,-0.012486,-0.594930,0.342546
211,-0.928810,-0.726907,0.456827,-0.916658,-0.110193,-0.963071,-0.789126,-0.968595,-0.785295,-0.931961,0.710836
