,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
16,-0.998942,-1.263077,0.784266,-1.019749,-0.628548,-0.686355,-0.772295,-0.902815,-0.797327,-0.861810,0.286947
17,-0.801875,-0.931456,0.488495,-0.835933,-0.628562,-0.603908,-0.816344,-0.900372,-0.662853,-0.724043,0.301081
18,-0.890775,-1.480676,0.803209,-1.096804,-0.628535,-0.902264,-0.874308,-0.900430,-0.934762,-0.929007,0.136724
19,-0.688326,-1.103635,0.682839,-0.539502,-0.628535,-0.584782,-0.849602,-0.897005,-0.655950,-0.835837,0.311482
20,-1.043771,-0.257272,0.365742,-0.747495,-0.628413,-0.598822,-0.626126,-0.870009,-0.544361,-0.752964,0.319344
21,-1.123366,-0.410729,0.740925,-0.621600,-0.628509,-0.762588,-0.809887,-0.898818,-0.213424,-0.569011,0.316432
22,-0.844615,-1.409826,0.668781,-1.047313,-0.628536,-0.741249,-0.809469,-0.897372,-0.848972,-0.961599,0.305249
23,-0.953081,-0.330633,-0.630901,-0.800921,-0.628317,-0.859923,-0.546066,-0.904465,-0.652995,-0.926969,0.322453
24,-0.656263,-0.568971,0.511949,-0.476222,-0.628504,-0.529050,-0.765333,-0.887803,-0.401222,-0.811445,0.315760
25,-0.890762,-0.997691,0.713472,-0.874225,-0.628542,-0.815976,-0.755675,-0.902161,-0.777937,-0.828810,0.243255
26,-0.780722,-0.766947,-0.851150,-0.875670,-0.627691,-1.060366,-0.792630,-0.905612,-1.025908,-0.965515,0.720050
27,-0.856028,-1.396241,0.806864,-0.833869,-0.628547,-0.881801,-0.891753,-0.901274,-0.921436,-0.912309,0.275446
28,-0.700155,0.782983,0.595233,-0.627074,-0.628336,-0.753667,-0.625575,-0.870744,-0.131904,-0.670850,0.319618
29,-0.570680,-0.553781,0.634811,-0.865100,-0.628662,-0.855576,-0.882626,-0.900830,-0.117040,-0.660880,0.320335
30,-0.917969,-0.977131,0.768827,-0.880761,-0.628547,-0.868892,-0.871554,-0.901765,-0.914126,-0.884987,0.287664
31,-1.028556,-0.257275,0.493936,-0.476828,-0.628527,-0.633051,-0.828747,-0.903218,0.481134,-0.596032,0.317709
32,-0.861224,-1.267031,0.595729,-0.834706,-0.628533,-0.667291,-0.756274,-0.887114,-1.020911,-1.115419,0.309512
33,-1.108362,-1.103589,0.823852,-0.720189,-0.628548,-0.950188,-0.885215,-0.902161,-0.924263,-0.903084,0.302466
34,-0.828169,-1.253483,0.800347,-0.885183,-0.628547,-0.958911,-0.880262,-0.902087,-0.912653,-0.896357,0.029525
35,-0.961854,-0.059609,0.474082,-0.430219,-0.628427,-0.773305,-0.781976,-0.890832,-0.024879,-0.744644,0.319266
36,-0.756416,-0.668289,0.796008,-0.803804,-0.628534,-0.693370,-0.888725,-0.900489,-0.791516,-0.877589,0.135615
37,-1.000786,-1.513868,0.768410,-0.751712,-0.628544,-0.765520,-0.846277,-0.901570,-0.814677,-0.875930,0.298216
38,-0.642460,0.008991,0.488325,-0.661046,-0.628360,-0.632886,-0.584035,-0.876570,-0.171208,-0.714214,0.319320
39,-0.796189,-0.983001,0.637529,-0.782493,-0.628524,-0.602255,-0.841681,-0.899187,-0.354631,-0.732019,0.269286
40,-0.579046,-0.894392,0.618310,-0.570494,-0.628510,-0.909847,-0.785039,-0.898715,-0.795877,-0.861220,0.287928
41,-1.008187,-1.194163,0.319944,-0.980307,-0.628538,-0.438772,-0.740341,-0.900145,-0.798800,-0.899526,0.256484
42,-0.942308,-1.117970,0.711669,-0.706888,-0.628545,-0.859522,-0.880833,-0.902421,-0.917252,-0.848297,0.271507
43,-0.701738,-0.669694,0.239044,-0.686194,-0.628462,-0.744076,-0.871553,-0.890744,-0.341626,-0.464005,0.318318
44,-0.899264,-0.619030,0.513801,-0.752576,-0.628498,-0.607649,-0.681271,-0.890232,-0.858755,-0.805972,0.311697
45,-0.608973,-1.047055,0.682488,-0.605831,-0.628475,-0.849954,-0.800824,-0.899023,-0.812337,-0.945770,0.291071
46,-0.655253,-0.503839,0.624109,-0.385487,-0.628482,-0.500326,-0.708757,-0.894374,-0.302735,-0.724884,0.318106
47,-0.837413,-1.291488,0.692201,-0.869121,-0.628546,-0.603711,-0.865356,-0.902157,-0.440975,-0.720619,0.015194
48,-0.834955,-0.953534,0.835433,-0.306428,-0.628533,-0.744994,-0.860402,-0.898778,-0.506846,-0.817898,0.306618
49,-0.507034,-0.382532,0.943506,-0.141736,-0.628106,-0.811168,-0.812963,-0.902334,-0.910990,-0.901269,0.409797
50,-0.895580,-0.598130,0.552371,-0.818191,-0.628496,-0.482104,-0.845830,-0.892632,-0.329764,-0.756831,0.312825
51,-0.949514,-1.261242,0.788447,-0.220614,-0.628539,-1.097378,-0.876819,-0.901971,-0.907814,-0.898162,0.192160
52,-0.644190,-1.388012,0.832219,-0.880094,-0.628546,-0.873432,-0.880160,-0.901996,-0.893972,-0.881831,0.087438
53,-0.681997,-0.660955,0.576426,-0.349197,-0.628511,-0.530767,-0.869968,-0.901150,-0.555317,-0.716184,0.315431
54,-0.830119,0.074792,0.450807,-0.392503,-0.628482,-0.569647,-0.784618,-0.897774,-0.365797,-0.710324,0.319391
55,-0.945122,-1.126090,0.769657,-0.763415,-0.628571,-0.813409,-0.847491,-0.902008,-0.933123,-0.921847,0.601539
56,-0.743650,-1.223092,0.808772,-0.961338,-0.628542,-0.845042,-0.883978,-0.901879,-0.912442,-0.900772,0.179703
57,-0.676527,-0.103897,0.672645,-0.202154,-0.628544,-0.447667,-0.865900,-0.892924,-0.733563,-0.641152,0.316603
58,-0.700174,-1.008335,0.671263,-1.002008,-0.628545,-0.675188,-0.864673,-0.902545,0.462449,-0.744040,0.205071
59,-0.755322,-1.149607,0.749592,-0.955596,-0.628535,-0.796002,-0.884354,-0.899973,-0.838903,-0.903408,0.328156
60,-1.071911,-1.021305,0.798826,-0.814197,-0.628528,-0.954770,-0.843588,-0.900630,-0.826449,-0.873343,0.295742
61,-0.627915,-0.775915,0.714357,-0.486811,-0.628508,-0.648781,-0.843376,-0.898105,-0.596566,-0.656176,0.309456
62,-0.929149,-1.185075,0.706171,-0.973055,-0.628586,-0.849467,-0.834457,-0.901228,-0.862141,-0.838675,0.298476
63,-0.061410,-0.597105,0.795036,-0.669360,-0.628499,-0.803132,-0.741861,-0.895080,-0.742611,-0.802873,0.318650
64,-0.744024,-0.214762,-0.282930,-0.214697,-0.628332,-0.579786,-0.692154,-0.900874,-0.290849,-0.527812,0.319518
65,-0.550408,-1.118412,0.836260,-0.923902,-0.628543,-0.957083,-0.882811,-0.901491,-0.827370,-0.920237,0.223966
66,-1.064575,-0.547217,0.477386,-0.964044,-0.628191,-0.825564,-0.863984,-0.900885,-0.978042,-0.883494,0.446345
67,-0.811653,-0.525293,0.102244,-0.263895,-0.628475,-0.760440,-0.607350,-0.895675,-0.412583,-0.741032,0.317752
68,-0.901640,-0.195147,0.674555,-0.460223,-0.628471,-0.624018,-0.779177,-0.901810,-0.606516,-0.719280,0.318996
69,-0.846205,-1.284810,0.767107,-0.872819,-0.628542,-0.682498,-0.852631,-0.900263,-0.741388,-0.877925,0.212408
70,-1.041052,-1.380254,0.723582,-1.127015,-0.628548,-0.919784,-0.880556,-0.902032,-0.849615,-0.875217,0.204428
71,-0.795984,-1.230544,0.697488,-0.827545,-0.628548,-0.516551,-0.843276,-0.902008,-0.288336,-0.701016,0.273600
72,-0.689691,-0.469406,0.444865,-0.758636,-0.628370,-0.711248,-0.803039,-0.869425,-0.712047,-0.804838,0.318185
73,-0.923590,-1.561368,0.811466,-0.880082,-0.628544,-0.901479,-0.880105,-0.901448,-0.900264,-0.908517,0.051811
74,-0.737990,-1.221746,0.827380,-0.852898,-0.628542,-0.924093,-0.870211,-0.902003,-0.904386,-0.890772,0.269116
75,-0.707756,-0.730324,0.293093,-0.699523,-0.628482,-0.656689,-0.757877,-0.890675,-0.457195,-0.984108,0.313444
76,-0.687499,-1.188448,0.745586,-0.754135,-0.628539,-0.751671,-0.877157,-0.901325,-0.866172,-0.906215,0.173413
77,-0.834122,-0.476100,-0.521473,-0.943837,-0.628342,-0.714387,-0.651586,-0.906448,-0.645684,-0.757930,0.304542
78,-1.023831,-0.791901,0.312296,-0.747091,-0.628517,-0.561830,-0.605401,-0.901695,-0.792297,-0.788984,0.297742
79,-0.691069,-0.675120,0.785003,-0.613435,-0.628508,-0.589696,-0.822516,-0.899820,-0.647868,-0.818130,0.316165
80,-0.967178,-0.585158,0.219306,-0.753441,-0.628494,-0.804833,-0.807946,-0.890973,-0.593957,-0.800512,0.318369
81,-0.913054,-1.241937,0.721038,-1.003559,-0.628554,-0.617357,-0.838274,-0.902434,-0.747953,-0.793050,0.269406
82,-0.953229,-0.989469,0.591957,-0.945219,-0.628537,-0.608468,-0.811136,-0.901295,-0.386555,-0.842925,0.192886
83,-0.893226,-0.100590,0.692808,-0.742028,-0.628510,-0.529277,-0.818595,-0.897309,-0.628180,-0.743021,0.314798
84,-1.038889,-0.906163,0.710174,-0.627777,-0.628520,-0.604098,-0.845892,-0.897331,-0.805880,-0.813057,0.309050
85,-0.769407,0.853374,0.217370,-0.644449,-0.628278,-0.628374,-0.608223,-0.857006,-0.198033,-0.462800,0.319640
86,-0.762660,-0.450694,0.834244,-0.534592,-0.628255,-0.769746,-0.734238,-0.900157,-0.576144,-0.779632,0.326087
87,-0.949599,-0.213085,0.867956,-0.954322,-0.628492,-0.619908,-0.853853,-0.902719,-0.429004,-0.820905,0.316734
88,-0.905947,-0.790754,0.482898,-0.832677,-0.628444,-0.636910,-0.762502,-0.900485,-0.358705,-0.647660,0.317580
89,-0.861633,-1.319294,0.769544,-0.966508,-0.628530,-0.855845,-0.876249,-0.901919,-0.899260,-0.892014,0.277439
90,-0.798384,-1.488984,0.832440,-0.684724,-0.628544,-0.536957,-0.859716,-0.900892,-0.773545,-0.734738,0.203943
91,-0.858502,-0.264888,0.578037,-0.713478,-0.628789,-0.785408,-0.880486,-0.903196,-0.919155,-0.840920,0.350312
92,-0.912645,-1.300645,0.814833,-0.972708,-0.628546,-1.000751,-0.884201,-0.902178,-0.902750,-0.915054,0.176772
93,-0.896307,-0.723061,0.652477,-0.143787,-0.628514,-0.532239,-0.839599,-0.902580,-0.627143,-0.248336,0.331160
94,-0.834062,-0.369956,0.557958,-0.483084,-0.628383,-0.628560,-0.741689,-0.895074,-0.749633,-0.708710,0.319041
95,-0.798565,-1.295695,0.790713,-0.858227,-0.628543,-0.784981,-0.886336,-0.900688,-0.959670,-0.236612,0.239837
96,-1.057128,-1.003027,0.740346,-0.865289,-0.628543,-0.718485,-0.835046,-0.896805,-0.729311,-0.860157,0.243923
97,-1.086400,-1.077269,0.810907,-1.096702,-0.628548,-0.598351,-0.874712,-0.901087,-0.552337,-0.841441,0.304211
98,-0.792161,0.070113,0.611012,-0.891551,-0.628530,-0.781244,-0.839145,-0.895047,-0.685378,-0.801095,0.319409
99,-0.648417,-0.453431,0.710531,0.087310,-0.628520,-0.668342,-0.786220,-0.897383,-0.403643,-0.491782,0.316868
100,-0.757136,-1.271136,0.823861,-1.050630,-0.628546,-1.025464,-0.881983,-0.901575,-0.894340,-0.907303,0.188946
101,-0.846668,-1.000348,0.751331,-0.659401,-0.628530,-0.869218,-0.830198,-0.898511,-0.787413,-0.866085,0.293368
102,-0.621388,-1.073806,0.730653,-0.904702,-0.628520,-0.793125,-0.834682,-0.905275,-0.270099,-0.767957,0.292980
103,-0.839171,-1.048133,0.814098,-0.711748,-0.628538,-0.729501,-0.773249,-0.898330,-0.942820,-0.939067,0.286542
104,-0.798008,-0.658052,0.769179,-0.797055,-0.628504,-0.820791,-0.861248,-0.900040,-0.854805,-0.846143,0.320845
105,-0.881062,0.054028,0.561933,-0.437549,-0.628436,-0.854095,-0.769446,-0.890919,0.158184,-0.712889,0.319344
106,-0.991105,0.550343,0.817230,-0.551961,-0.628522,-0.593256,-0.840864,-0.898605,-0.538226,-0.692306,0.315134
107,-0.675259,-0.490291,0.612844,-0.872372,-0.628743,-0.409999,-0.866049,-0.895864,-0.623940,-0.724393,0.335180
108,-0.753472,-0.980376,0.661990,-0.532082,-0.628512,-0.716965,-0.794000,-0.901713,-0.788842,-0.813245,0.308498
109,-0.849745,-1.092001,0.759618,-1.061233,-0.628538,-0.893574,-0.894045,-0.899508,-0.849745,-0.849440,0.307339
110,-0.771577,-0.932971,0.747592,-0.872300,-0.628526,-0.837546,-0.870464,-0.901049,-0.916479,-0.687208,0.312622
111,-0.881855,-1.219502,0.850902,-0.945185,-0.628547,-0.936775,-0.881556,-0.902077,-0.871398,-0.907004,0.179475
112,-0.984059,-0.966994,0.664598,-1.169803,-0.628496,-0.999141,-0.872930,-0.899483,-0.950951,-0.844623,0.312310
113,-0.944777,-1.198636,0.811010,-1.066870,-0.628547,-0.522393,-0.840768,-0.900866,-0.871659,-0.891041,0.265853
114,-0.837710,-0.404665,0.178887,-0.508521,-0.628659,-0.821966,-0.879668,-0.902466,-0.949574,-0.884944,0.322166
115,-0.708172,-1.405933,0.789999,-0.896931,-0.628550,-0.669987,-0.863174,-0.902742,-0.753342,-0.876179,0.231091
116,-0.909808,-1.316217,0.884409,-0.955357,-0.628546,-0.995005,-0.879284,-0.902013,-0.886273,-0.897748,0.238179
117,-0.900717,-0.602461,0.667659,-0.545915,-0.628544,-0.856586,-0.866450,-0.871374,-0.650387,-0.939620,0.313494
118,-0.998645,-0.658928,0.769442,-0.738136,-0.628552,-0.525511,-0.834361,-0.903390,-0.467213,-0.705497,0.317125
119,-0.929291,-0.911566,0.621355,-0.706333,-0.628519,-1.112642,-0.766303,-0.904025,-0.336086,-0.861498,0.323064
120,-0.889790,-0.405227,0.198487,-0.590332,-0.628330,-0.656243,-0.568759,-0.895051,-0.444869,-0.706775,0.319303
121,-0.815225,-0.774164,0.646779,-0.081447,-0.628505,-0.576086,-0.842426,-0.902525,-0.574341,-0.251081,0.328614
122,-1.099383,-1.011870,0.827204,-0.798336,-0.628543,-0.980398,-0.876077,-0.901895,-0.912377,-0.757699,0.323103
123,-0.934650,-1.369910,0.816235,-0.899500,-0.628549,-0.947398,-0.879247,-0.902084,-0.905601,-0.900562,0.045021
124,-0.858879,-1.407535,0.836030,-1.002481,-0.628546,-0.894416,-0.881554,-0.901914,-0.875783,-0.897335,0.278081
125,-0.654753,-0.459118,0.792000,-0.187924,-0.628478,-0.683213,-0.655163,-0.891322,-0.438479,-0.695967,0.316811
126,-0.734953,-0.980282,0.755045,-0.385470,-0.628506,-0.600844,-0.878034,-0.895672,-0.715846,-0.790678,0.308311
127,-0.994701,-0.274986,0.640339,-0.772845,-0.628522,-0.418492,-0.714662,-0.873452,-0.148810,-0.532212,0.319140
128,-0.901793,-0.271138,0.562835,-0.590234,-0.628454,-0.626926,-0.783555,-0.891891,-0.389497,-0.637715,0.319487
129,-0.681553,-1.248728,0.837702,-0.842710,-0.628547,-0.958935,-0.876060,-0.901985,-0.896936,-0.898824,0.222758
130,-0.852814,-0.221222,0.337769,-0.322377,-0.628406,-0.521330,-0.733049,-0.869579,-0.561196,-0.734668,0.319221
131,-0.970530,-1.256086,0.846622,-0.997058,-0.628546,-0.975528,-0.880810,-0.902029,-0.888332,-0.903536,0.274896
132,-0.859466,-0.799174,0.637546,-0.711573,-0.628499,-0.763744,-0.871192,-0.900587,-0.826196,-0.733354,0.316223
133,-0.770650,-0.943912,0.749170,-0.858479,-0.628537,-0.763695,-0.865457,-0.898689,-0.868486,-0.848886,0.316724
134,-0.844548,0.206935,0.272545,-0.650936,-0.626762,-0.654131,-0.816857,-0.895874,0.322781,-0.703941,0.360048
135,-0.834531,-0.416631,0.524189,-0.594824,-0.628406,-0.904466,-0.833654,-0.897730,-0.753820,-0.886227,0.319205
136,-0.789162,-0.887271,0.619329,-0.661304,-0.628503,-0.644408,-0.831205,-0.895002,-0.234261,-0.780116,0.285756
137,-0.721014,-1.235491,0.743871,-0.629506,-0.628545,-0.474439,-0.853468,-0.899922,-0.563141,-0.681781,0.229662
138,-0.951779,-0.229577,0.560143,-0.677329,-0.628423,-0.582034,-0.722337,-0.892973,-0.238228,-0.756367,0.319417
139,-0.954285,-1.006622,0.461432,-0.816808,-0.628504,-0.946641,-0.789416,-0.897262,-0.693788,-1.009964,0.309662
140,-0.886205,0.048313,0.597633,-0.521233,-0.628688,-0.634644,-0.824216,-0.884249,-0.198142,-0.218965,0.319413
141,-0.815104,-1.066888,0.845626,-0.870631,-0.628550,-0.883313,-0.873912,-0.901127,-0.831767,-0.930074,0.131236
142,-0.921322,-0.381529,0.619795,-0.496658,-0.628331,-0.671371,-0.741863,-0.896911,-0.308962,0.067490,0.296240
143,-0.934650,-1.369910,0.816235,-0.899500,-0.628549,-0.947398,-0.879247,-0.902084,-0.905601,-0.900562,0.045021
144,-0.809571,-0.378377,0.519437,-0.703952,-0.628426,-0.898863,-0.831575,-0.899401,-0.640793,-0.858290,0.319342
145,-1.083136,-1.268848,0.822213,-0.855111,-0.628547,-0.977873,-0.883737,-0.902316,-0.924204,-0.905393,0.277309
146,-0.861529,-0.503972,0.534284,-0.675389,-0.628471,-0.790720,-0.838410,-0.897328,0.058331,-0.682127,0.316976
147,-0.802461,-0.679229,0.818864,-0.439012,-0.628519,-0.704097,-0.834111,-0.900097,-0.599860,-0.865769,0.313781
148,-0.779226,-1.414299,0.808514,-1.143078,-0.628539,-0.892265,-0.879109,-0.902215,-0.878024,-0.876586,0.127024
149,-0.817773,-1.180195,0.801230,-0.514697,-0.628543,-0.746005,-0.889994,-0.901166,-0.889826,-0.895611,0.291934
150,-0.949426,-1.301799,0.842501,-0.986758,-0.628545,-0.980800,-0.884035,-0.901756,-0.892543,-0.906217,0.210294
151,-0.897063,-1.218765,0.766663,-0.645966,-0.628538,-0.717097,-0.823835,-0.901514,-0.710540,-0.848824,0.241162
152,-0.855250,-1.467429,0.748181,-0.776771,-0.628541,-0.767601,-0.735105,-0.903288,-0.739248,-0.890034,0.205802
153,-0.879971,-1.305253,0.726367,-0.732558,-0.628545,-0.544958,-0.856811,-0.901828,-0.720591,-0.780554,0.157832
154,-0.997626,-0.713948,0.592358,-0.558711,-0.628535,-0.594305,-0.827145,-0.900397,-0.461105,-0.800220,0.198603
155,-0.885084,-1.216569,0.846228,-0.949068,-0.628549,-0.770917,-0.879797,-0.901588,-0.900255,-0.905032,0.062290
156,-0.915960,-0.771130,0.808348,-0.946646,-0.628543,-0.946974,-0.828992,-0.903655,-0.695324,-0.906773,0.306512
157,-1.008745,-0.807451,0.382291,-0.821276,-0.628525,-0.538028,-0.851358,-0.903281,-0.720959,-0.815708,0.299247
158,-1.061386,-0.624204,0.349795,-0.933975,-0.628527,-0.605905,-0.839124,-0.899407,-0.536476,-0.863143,0.312765
159,-0.742343,-0.063701,-0.128525,-0.462640,-0.628113,-0.757691,-0.600401,-0.887009,-0.061982,-0.720375,0.322489
160,-0.888437,-0.351825,0.494383,-0.147127,-0.628446,-0.601008,-0.836958,-0.876549,-0.710974,-0.624175,0.318967
161,-0.814657,-0.786691,0.595722,-1.052802,-0.628536,-0.596651,-0.798215,-0.902250,0.104296,-0.614183,0.304294
162,-0.842712,-0.347855,0.625347,-0.334994,-0.628532,-0.511361,-0.802121,-0.901302,-0.683196,-0.848539,0.316468
163,-0.896693,-0.397111,-0.532172,-0.885409,-0.628294,-0.786211,-0.698811,-0.902113,-0.159116,-0.640401,0.310919
164,-0.916155,-1.283407,0.816373,-0.832199,-0.628548,-0.756837,-0.869529,-0.899023,-0.894440,-0.900421,0.227569
165,-0.939627,-0.791064,0.599248,-0.809873,-0.628530,-0.507318,-0.767187,-0.887192,-0.432317,-0.737482,0.298225
166,-0.858923,-1.033962,0.803889,-0.567167,-0.628485,-0.944364,-0.780142,-0.898505,-0.901624,-0.891559,0.691840
167,-0.928075,0.118663,0.089549,-0.561940,-0.628371,-0.614549,-0.775658,-0.890163,0.011491,-0.551351,0.319639
168,-0.832973,-1.362652,0.828394,-0.749970,-0.628548,-0.538419,-0.876973,-0.901532,-0.878595,-0.885343,0.187477
169,-0.687620,-0.961239,0.611012,-0.611665,-0.628530,-0.534738,-0.732535,-0.901653,-0.861072,-0.780141,0.286526
170,-0.989527,-1.038250,0.823848,-0.922490,-0.628544,-1.002015,-0.886392,-0.901776,-0.917793,-0.903581,0.279787
171,-0.890096,-1.095629,0.798488,-0.854871,-0.628530,-0.567286,-0.818862,-0.898860,-0.523163,-0.573217,0.298857
172,-0.801412,-0.372042,0.698039,-0.427555,-0.628536,-0.844679,-0.902616,-0.900154,-0.669253,-0.838764,0.315803
173,-0.836834,-1.181592,0.725074,-0.872983,-0.628534,-0.573688,-0.780166,-0.901726,-0.731240,-0.745649,0.285438
174,-1.072941,-0.234899,0.888981,-0.553763,-0.628168,-0.892747,-0.806775,-0.898422,-0.573223,-0.827058,0.631311
175,-0.947839,-0.522294,0.674101,-0.293114,-0.628555,-0.265625,-0.872344,-0.894858,-0.319828,-0.589955,0.317763
176,-0.828363,-0.651929,0.693268,-0.143751,-0.628523,-0.523408,-0.845367,-0.901943,-0.706003,-0.230225,0.334579
177,-0.808459,0.814703,0.089940,-0.866176,-0.628244,-0.728218,-0.659963,-0.881783,-0.100786,-0.655106,0.319571
178,-0.923456,-1.158709,0.703009,-0.804257,-0.628546,-0.503530,-0.856871,-0.901048,-0.459994,-0.787102,0.244196
179,-0.949481,-1.399024,0.831273,-0.924902,-0.628546,-0.810515,-0.880410,-0.901948,-0.893302,-0.892154,0.112628
180,-0.674273,-1.251355,0.735116,-0.970964,-0.628540,-0.566142,-0.856338,-0.899310,-0.715707,-0.851893,0.295728
181,-0.851653,-0.730899,0.771656,-0.786337,-0.628525,-0.648021,-0.825221,-0.904388,-0.594128,-0.842936,0.317192
182,-0.793320,-1.225198,0.806338,-0.990000,-0.628539,-0.812269,-0.876960,-0.902083,-0.887612,-0.852278,0.224887
183,-0.983443,-0.539631,0.399536,-0.320597,-0.628462,-0.654190,-0.863295,-0.887409,-0.300927,-0.605999,0.318580
184,-0.925584,-0.653311,0.739034,-1.017975,-0.628471,-1.045002,-0.829280,-0.893405,-0.137214,-0.824097,0.320102
185,-0.977468,-0.475708,0.538695,-0.801641,-0.628502,-0.480481,-0.798131,-0.889525,-0.561060,-0.683185,0.315869
186,-1.013027,-0.906162,0.831002,-0.522598,-0.628555,-0.861339,-0.845721,-0.901995,-0.560670,-0.823998,0.305872
187,-0.825980,-0.536627,0.767405,-0.893625,-0.628458,-0.889904,-0.810159,-0.897155,-0.533266,-0.728074,0.312312
188,-0.881983,0.322729,-0.083524,-0.576746,-0.627987,-0.683967,-0.432217,-0.905706,-0.799930,-0.604950,0.319647
189,-0.363431,-0.836735,0.798650,-0.934709,-0.628445,-0.848253,-0.865592,-0.900974,-0.846173,-0.675150,0.233972
190,-1.154299,-0.378738,0.950643,-0.703231,-0.628485,-0.660387,-0.750625,-0.901339,0.357548,-0.825171,0.334989
191,-0.920493,-1.071473,0.790393,-0.877214,-0.628541,-0.894075,-0.880304,-0.901356,-0.911431,-0.912047,0.281920
192,-0.992965,-0.919523,0.833377,-0.779429,-0.628527,-0.965876,-0.854395,-0.899659,-0.869503,-0.855522,0.248439
193,-0.820155,-0.637551,-0.161307,-0.683960,-0.627830,-0.814958,-0.818679,-0.902779,-0.975771,-0.905372,0.321996
194,-0.903421,-1.384596,0.813137,-0.919082,-0.628542,-0.844933,-0.877415,-0.901348,-0.912355,-0.911636,0.145700
195,-0.836027,-1.186596,0.725855,-0.600203,-0.628529,-0.912626,-0.868373,-0.902238,-0.860577,-0.810548,0.230594
196,-0.914620,-0.714330,0.472211,-0.549369,-0.628463,-0.766477,-0.680912,-0.891670,-0.877587,-0.870246,0.319181
197,-1.103337,-1.199175,0.730988,-0.848970,-0.628545,-0.710717,-0.867454,-0.902171,-0.645525,-0.750176,0.186322
198,-0.832695,-1.426877,0.472409,-1.006853,-0.628545,-0.964251,-0.881707,-0.902148,-0.900203,-0.907623,0.097822
199,-1.048735,-1.399680,0.760430,-0.979195,-0.628543,-0.946910,-0.889573,-0.901805,-0.948258,-0.910032,0.302588
200,-0.948470,-0.338374,0.516121,-0.634712,-0.628519,-0.470752,-0.465478,-0.891490,0.245817,-0.591625,0.318355
201,-0.768611,-0.409401,0.714801,0.037485,-0.628483,-0.605845,-0.745364,-0.904317,-0.621582,-0.766117,0.318909
202,-0.776976,-0.805052,-0.544125,-0.739396,-0.627881,-0.806570,-0.697617,-0.905524,-0.965127,-0.828615,0.320760
203,-1.000689,-0.714626,0.849437,-0.594909,-0.628514,-0.745611,-0.796669,-0.897239,-0.697518,-0.846579,0.315429
204,-0.952121,-1.478985,0.698947,-0.923255,-0.628522,-0.697296,-0.835004,-0.891057,-0.951166,-0.951791,0.205183
205,-0.991430,-0.867414,0.749385,-0.775837,-0.628520,-0.935926,-0.743052,-0.894325,-0.674639,-1.007126,0.337948
206,-0.732968,-0.314150,0.524299,-0.419459,-0.628604,-0.104837,-0.826794,-0.897120,-0.155105,-0.463987,0.318998
207,-0.732574,-1.164058,0.832582,-0.865530,-0.628549,-0.870375,-0.877841,-0.901547,-0.903256,-0.925438,0.124367
208,-0.977801,-1.345783,0.819223,-0.830625,-0.628542,-0.704696,-0.887302,-0.901879,-0.722417,-0.843769,0.262971
209,-0.910804,-0.824178,0.447361,-0.778098,-0.628521,-0.968203,-0.869950,-0.899453,-0.455825,-0.807542,0.330377
210,-0.768056,0.190460,0.159248,-0.578932,-0.628463,-0.448620,-0.830843,-0.900232,-0.297822,-0.445310,0.319644
