,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
89,0.060311,0.235334,0.808742,0.139065,0.464323,0.164327,0.063112,0.012870,0.114941,0.071001,0.666478
90,0.060474,0.234404,0.802639,0.176027,0.464949,0.158528,0.076764,0.014181,0.116598,0.072336,0.666547
91,0.059800,0.313722,0.167703,0.512858,0.507463,0.097753,0.150386,0.501781,0.319401,0.071682,0.679055
92,0.060299,0.240532,0.825368,0.088673,0.450898,0.151568,0.054174,0.010398,0.093613,0.066155,0.663152
93,0.060227,0.238181,0.736181,0.315465,0.477497,0.127504,0.110967,0.009916,0.174006,0.076645,0.670358
94,0.060054,0.262980,0.461223,0.516226,0.498129,0.103694,0.168774,0.134474,0.189824,0.072845,0.675592
95,0.060228,0.237537,0.822303,0.132869,0.457654,0.142976,0.054971,0.012518,0.091334,0.071660,0.664596
96,0.060347,0.235511,0.813294,0.152253,0.462723,0.124629,0.068567,0.013087,0.095597,0.068549,0.665907
97,0.060138,0.237815,0.759766,0.194658,0.473831,0.118449,0.064947,0.019187,0.230688,0.073667,0.668850
98,0.059971,0.369281,0.066648,0.468056,0.510283,0.092016,0.117833,0.630209,0.301570,0.067939,0.683605
99,0.060009,0.256839,0.541383,0.580550,0.491877,0.108649,0.154564,0.087973,0.232457,0.081328,0.674442
100,0.060254,0.238344,0.825234,0.099566,0.455545,0.139197,0.053006,0.011621,0.079755,0.067912,0.664140
101,0.060388,0.234738,0.788760,0.194945,0.469105,0.123566,0.081710,0.017438,0.105643,0.073312,0.669856
102,0.060432,0.235193,0.753909,0.221480,0.475184,0.128578,0.088718,0.012821,0.141865,0.069938,0.669393
103,0.060311,0.235334,0.808384,0.146275,0.464108,0.169305,0.078739,0.011787,0.128680,0.069611,0.666235
104,0.060340,0.237423,0.726044,0.276393,0.479404,0.129151,0.091182,0.026381,0.124139,0.072533,0.668294
105,0.059853,0.301781,0.222228,0.558047,0.506162,0.084883,0.155353,0.645118,0.360849,0.075275,0.677281
106,0.060054,0.262980,0.464882,0.495043,0.497685,0.093852,0.163569,0.131323,0.227388,0.077152,0.675123
107,0.060220,0.246721,0.591424,0.349734,0.488745,0.110482,0.123938,0.165651,0.228031,0.070195,0.674198
108,0.060330,0.243687,0.641994,0.400343,0.487768,0.098504,0.153964,0.064782,0.227761,0.078151,0.672946
109,0.060030,0.237798,0.773273,0.181604,0.471041,0.113181,0.064351,0.024393,0.113329,0.073194,0.668290
110,0.060183,0.244831,0.649329,0.372841,0.486822,0.102056,0.135325,0.044998,0.170971,0.071559,0.671854
111,0.060200,0.236930,0.819655,0.129679,0.459688,0.140719,0.058120,0.012327,0.096797,0.069797,0.664860
112,0.060138,0.237815,0.748116,0.181527,0.475573,0.107307,0.086523,0.021091,0.164498,0.079467,0.669725
113,0.060275,0.235375,0.800838,0.146338,0.465994,0.165824,0.068350,0.012956,0.148785,0.068810,0.666960
114,0.059769,0.319488,0.147103,0.592729,0.508146,0.093716,0.143329,0.468202,0.315277,0.068859,0.679355
115,0.060347,0.235511,0.814878,0.115153,0.462315,0.137344,0.070083,0.011351,0.139731,0.071785,0.666417
116,0.060299,0.240532,0.825368,0.088673,0.450804,0.148705,0.058013,0.011578,0.091444,0.066685,0.663152
117,0.060091,0.253021,0.583941,0.371214,0.491596,0.089634,0.112139,0.054221,0.164975,0.074412,0.673344
118,0.060150,0.247309,0.621511,0.395634,0.487883,0.122016,0.121464,0.036143,0.160972,0.083087,0.672198
119,0.060150,0.245771,0.615107,0.405702,0.488716,0.093274,0.158987,0.048208,0.172476,0.076095,0.672188
120,0.059869,0.296134,0.236998,0.579659,0.506057,0.123073,0.170789,0.540746,0.277227,0.075452,0.678134
121,0.060227,0.238181,0.735688,0.345276,0.477830,0.131539,0.106888,0.012349,0.173688,0.078575,0.670370
122,0.060200,0.236930,0.821392,0.113278,0.459746,0.138829,0.069437,0.012553,0.115366,0.073068,0.664800
123,0.060142,0.236339,0.812495,0.141285,0.463245,0.137107,0.080412,0.013814,0.103904,0.071630,0.666152
124,0.060299,0.240532,0.825260,0.088673,0.450700,0.152104,0.049131,0.011578,0.093548,0.066542,0.663106
125,0.060114,0.255730,0.529867,0.500954,0.494390,0.092468,0.204590,0.091033,0.215399,0.075911,0.674988
126,0.060340,0.237423,0.726695,0.252504,0.479330,0.117557,0.111368,0.013204,0.145579,0.075227,0.669951
127,0.059923,0.285869,0.297263,0.421287,0.503635,0.084026,0.164827,0.654458,0.321652,0.080946,0.677891
128,0.059896,0.290907,0.265342,0.509824,0.505050,0.081500,0.163675,0.500833,0.213565,0.072687,0.678971
129,0.060299,0.240532,0.825368,0.087197,0.450390,0.139699,0.056170,0.010714,0.082070,0.067090,0.662149
130,0.059869,0.296134,0.238395,0.643890,0.505040,0.108199,0.151357,0.476447,0.281315,0.072593,0.679143
131,0.060254,0.238344,0.825234,0.104515,0.455723,0.131589,0.053167,0.009886,0.081481,0.066739,0.663986
132,0.060073,0.247968,0.627440,0.399044,0.487272,0.115516,0.114308,0.043594,0.177637,0.071908,0.671908
133,0.060345,0.235246,0.782097,0.189261,0.470637,0.170092,0.099722,0.015040,0.138293,0.072451,0.668207
134,0.056957,0.461614,0.031831,0.438380,0.500722,0.122893,0.082332,0.674939,0.243006,0.062012,0.690332
135,0.059949,0.271913,0.406370,0.521494,0.498608,0.085819,0.160095,0.149892,0.275324,0.070817,0.675361
136,0.060264,0.236963,0.747165,0.249864,0.475643,0.117285,0.081473,0.029106,0.193320,0.075103,0.670045
137,0.060518,0.234568,0.813028,0.172218,0.462902,0.144594,0.095531,0.017078,0.154594,0.082665,0.666049
138,0.059896,0.291455,0.242304,0.530550,0.503817,0.110551,0.155806,0.396023,0.311646,0.072098,0.678876
139,0.060041,0.259731,0.494555,0.445158,0.495129,0.088079,0.138496,0.129451,0.231660,0.070308,0.674078
140,0.059974,0.275647,0.363766,0.481293,0.502522,0.097876,0.128734,0.413613,0.246120,0.077590,0.676411
141,0.059961,0.241343,0.729293,0.262999,0.477517,0.107802,0.101308,0.031601,0.175467,0.074578,0.668388
142,0.060119,0.258797,0.490090,0.462910,0.497397,0.083451,0.177836,0.177068,0.237916,0.077629,0.674526
143,0.060142,0.236339,0.812495,0.141285,0.463245,0.137107,0.080412,0.013814,0.103904,0.071630,0.666152
144,0.059949,0.271913,0.403832,0.478090,0.498497,0.079887,0.159420,0.149892,0.265100,0.071487,0.675361
145,0.060299,0.240532,0.825368,0.095759,0.450737,0.145513,0.055483,0.009293,0.072315,0.065491,0.663106
146,0.060147,0.252476,0.555121,0.448622,0.492722,0.076595,0.140809,0.088739,0.318000,0.080071,0.673121
147,0.060260,0.244223,0.640710,0.449926,0.487696,0.125944,0.137911,0.034276,0.196064,0.072809,0.671698
148,0.060417,0.236496,0.817388,0.115996,0.458963,0.141669,0.055412,0.011748,0.098275,0.069913,0.665220
149,0.060383,0.235900,0.820133,0.160331,0.460498,0.160383,0.061846,0.006151,0.094431,0.070188,0.665802
150,0.060254,0.238344,0.825234,0.111025,0.455798,0.135421,0.060348,0.012102,0.097144,0.067298,0.664254
151,0.060239,0.235639,0.792320,0.212302,0.467929,0.134572,0.093773,0.012269,0.148722,0.072603,0.667336
152,0.060383,0.235900,0.819279,0.147818,0.460329,0.141008,0.100595,0.010851,0.087663,0.069063,0.665434
153,0.060345,0.235246,0.774720,0.212563,0.470759,0.143949,0.100959,0.013494,0.155670,0.072483,0.668484
154,0.060107,0.239014,0.742877,0.274496,0.476712,0.158575,0.112541,0.015595,0.268537,0.074229,0.670661
155,0.060200,0.236930,0.821305,0.126273,0.459408,0.137203,0.068746,0.010146,0.107575,0.070237,0.665105
156,0.060227,0.238181,0.730182,0.268594,0.477914,0.134382,0.109548,0.035919,0.132208,0.074351,0.669611
157,0.060227,0.238181,0.732040,0.270547,0.477383,0.123117,0.084763,0.019082,0.144852,0.070670,0.668597
158,0.060054,0.262980,0.455587,0.424017,0.497648,0.090948,0.143818,0.096239,0.276492,0.072350,0.676306
159,0.060014,0.350821,0.086768,0.609890,0.512819,0.084501,0.135741,0.589163,0.275825,0.071034,0.683196
160,0.059952,0.280717,0.322122,0.592642,0.503626,0.079331,0.156323,0.392436,0.230495,0.069353,0.676301
161,0.060256,0.241157,0.690745,0.245620,0.482389,0.132474,0.127898,0.032018,0.330566,0.082094,0.671157
162,0.060119,0.250039,0.596435,0.413765,0.489400,0.158133,0.106016,0.048007,0.187915,0.077811,0.673715
163,0.060026,0.266969,0.376873,0.455655,0.498236,0.112825,0.157610,0.121977,0.239320,0.071787,0.676281
164,0.060005,0.238740,0.761602,0.237634,0.473275,0.119650,0.092030,0.022107,0.146932,0.073496,0.668523
165,0.060127,0.243306,0.672514,0.283346,0.483274,0.140926,0.118585,0.073183,0.178371,0.071566,0.672089
166,0.060191,0.239642,0.719353,0.306334,0.479802,0.130223,0.110166,0.039090,0.180179,0.069910,0.669349
167,0.059290,0.393827,0.042604,0.584733,0.513250,0.095844,0.104812,0.853034,0.332833,0.066736,0.686600
168,0.060481,0.238283,0.823331,0.127167,0.454380,0.178212,0.061437,0.012723,0.083370,0.068119,0.663694
169,0.060191,0.239642,0.720389,0.296911,0.479911,0.127992,0.155720,0.020581,0.197010,0.075135,0.670043
170,0.060030,0.237798,0.775875,0.187226,0.471261,0.117099,0.075085,0.018212,0.134747,0.072340,0.668152
171,0.059766,0.301016,0.205406,0.505516,0.508756,0.083718,0.196943,0.502812,0.320608,0.073044,0.679471
172,0.059909,0.286584,0.306179,0.534483,0.501851,0.076397,0.139146,0.398220,0.240564,0.075019,0.675830
173,0.060009,0.246262,0.658442,0.302910,0.484360,0.120838,0.125744,0.044658,0.251452,0.073302,0.671362
174,0.060091,0.253021,0.566381,0.439871,0.491667,0.093971,0.165259,0.028068,0.205696,0.079074,0.672092
175,0.059974,0.275647,0.364422,0.644420,0.501466,0.097627,0.165051,0.453837,0.296576,0.079459,0.677043
176,0.060227,0.238181,0.738682,0.315711,0.477515,0.134538,0.122033,0.017246,0.169863,0.078437,0.670101
177,0.060076,0.344744,0.090486,0.521645,0.512553,0.076383,0.135980,0.808941,0.319056,0.071616,0.681931
178,0.060345,0.235246,0.774720,0.203881,0.471036,0.154812,0.092402,0.013494,0.174481,0.072593,0.668484
179,0.060254,0.238344,0.824862,0.107539,0.455822,0.160556,0.057432,0.011462,0.103425,0.070619,0.664137
180,0.060191,0.239642,0.713991,0.190565,0.479532,0.128357,0.100784,0.019649,0.246336,0.075823,0.671506
181,0.060345,0.235246,0.778417,0.202399,0.471249,0.179278,0.100460,0.009163,0.140705,0.069411,0.670461
182,0.060450,0.237292,0.821942,0.122003,0.457202,0.149464,0.057495,0.006784,0.091487,0.070838,0.664329
183,0.059997,0.267418,0.429113,0.570348,0.497845,0.083386,0.143253,0.291375,0.223958,0.080295,0.676397
184,0.060054,0.262980,0.449112,0.442947,0.497952,0.082347,0.126253,0.132847,0.300606,0.071357,0.675270
185,0.060114,0.255423,0.517562,0.401266,0.494239,0.116070,0.164675,0.193943,0.197162,0.078021,0.674798
186,0.060158,0.241350,0.697280,0.336033,0.481507,0.098224,0.099809,0.035476,0.127400,0.072349,0.670474
187,0.060150,0.247309,0.623075,0.342143,0.489161,0.103601,0.109233,0.041145,0.214142,0.074668,0.672769
188,0.054667,0.437738,0.077605,0.070218,0.469055,0.171251,0.079857,0.119333,0.224689,0.062867,0.693418
189,0.059761,0.326220,0.140316,0.545259,0.508612,0.089262,0.156207,0.637148,0.436422,0.070222,0.681579
190,0.060026,0.266969,0.426891,0.522803,0.498350,0.090167,0.208372,0.161447,0.280421,0.074031,0.675995
191,0.059961,0.241343,0.729403,0.276310,0.477386,0.110731,0.084774,0.035695,0.147451,0.072803,0.669754
192,0.060347,0.235511,0.813764,0.172262,0.462812,0.114281,0.074659,0.014542,0.098765,0.068789,0.665290
193,0.060065,0.254649,0.474580,0.493987,0.494434,0.089575,0.139459,0.058660,0.237950,0.069836,0.674331
194,0.060278,0.239345,0.824675,0.107257,0.454047,0.134697,0.056062,0.011109,0.092080,0.071307,0.664292
195,0.060275,0.235375,0.803264,0.163779,0.466880,0.127950,0.073952,0.010746,0.096406,0.073095,0.666855
196,0.060009,0.256839,0.545471,0.417088,0.492416,0.094317,0.168522,0.076141,0.185329,0.072098,0.673446
197,0.060311,0.235334,0.807757,0.142800,0.464192,0.141706,0.079699,0.010646,0.123343,0.071052,0.666750
198,0.060299,0.240532,0.825368,0.087916,0.450760,0.167601,0.055329,0.011578,0.088073,0.066074,0.663106
199,0.060228,0.237537,0.824886,0.119531,0.457695,0.131215,0.056601,0.013432,0.090671,0.068069,0.664602
200,0.059869,0.296134,0.243114,0.504826,0.505150,0.099016,0.209736,0.368285,0.368657,0.070284,0.678924
201,0.060018,0.262718,0.464667,0.610436,0.496113,0.095757,0.210865,0.188148,0.344479,0.072745,0.676940
202,0.060065,0.254649,0.479623,0.465171,0.493667,0.117525,0.161662,0.063431,0.200997,0.072270,0.673699
203,0.060054,0.262980,0.481007,0.480926,0.497573,0.098133,0.197488,0.256140,0.201818,0.073276,0.674639
204,0.060170,0.236855,0.757295,0.194018,0.471991,0.128575,0.087028,0.027160,0.134668,0.071466,0.668449
205,0.060065,0.256252,0.535490,0.387107,0.493211,0.106329,0.142242,0.191127,0.257114,0.069205,0.674244
206,0.059952,0.280717,0.318508,0.589669,0.503413,0.121796,0.157687,0.488737,0.292527,0.087975,0.676830
207,0.060200,0.236930,0.820587,0.141059,0.459490,0.136913,0.064497,0.010702,0.096431,0.070044,0.665105
208,0.060383,0.235900,0.817529,0.126265,0.460738,0.150284,0.054685,0.009879,0.101726,0.070545,0.665435
209,0.060107,0.239014,0.738953,0.276685,0.477413,0.107190,0.090749,0.017844,0.141193,0.073431,0.669465
210,0.057956,0.446638,0.030660,0.478437,0.506504,0.126525,0.086513,0.806949,0.259196,0.063504,0.688135
211,0.059907,0.276985,0.386363,0.431121,0.499546,0.081413,0.169044,0.214911,0.260355,0.074096,0.675245
212,0.059785,0.306927,0.179311,0.555403,0.508477,0.126143,0.144089,0.490545,0.327273,0.073160,0.680181
213,0.059977,0.271205,0.395431,0.510481,0.498510,0.099754,0.140290,0.357099,0.265064,0.073500,0.676847
214,0.060239,0.250892,0.541288,0.466756,0.494466,0.076571,0.157591,0.120546,0.204122,0.080440,0.673508
215,0.060450,0.237292,0.814024,0.104364,0.457121,0.152303,0.063169,0.008256,0.091038,0.069619,0.664482
216,0.060311,0.235334,0.810556,0.143203,0.464263,0.139105,0.072535,0.053979,0.086038,0.067410,0.666355
217,0.060275,0.236129,0.800838,0.194207,0.465873,0.138464,0.079218,0.050226,0.078180,0.068964,0.666831
218,0.059868,0.292369,0.273381,0.495522,0.501340,0.097572,0.144995,0.436120,0.304650,0.069975,0.677588
219,0.060191,0.239642,0.721246,0.347967,0.479491,0.131127,0.129861,0.013536,0.181527,0.078557,0.670601
220,0.060142,0.236339,0.809894,0.169642,0.463571,0.133172,0.080853,0.023009,0.096022,0.071792,0.666601
221,0.060345,0.235246,0.775609,0.241365,0.470525,0.138831,0.064685,0.013466,0.171736,0.073942,0.668302
222,0.059140,0.410054,0.040146,0.548193,0.510059,0.093062,0.098933,0.788091,0.265211,0.065826,0.687340
223,0.059083,0.404703,0.041428,0.568234,0.512836,0.130050,0.102055,0.805442,0.305531,0.067163,0.686322
224,0.060239,0.235639,0.793663,0.201770,0.468006,0.123886,0.081554,0.012246,0.142457,0.071087,0.667595
225,0.058429,0.430971,0.032668,0.512158,0.511837,0.079036,0.092226,0.803379,0.275013,0.063425,0.687549
226,0.060275,0.235375,0.800838,0.151237,0.466288,0.121607,0.070531,0.023826,0.115139,0.069374,0.666317
227,0.060016,0.270827,0.378455,0.543449,0.501856,0.078843,0.156022,0.317066,0.233346,0.073718,0.677275
228,0.059920,0.285579,0.289332,0.564202,0.504169,0.092858,0.156950,0.433855,0.260612,0.072157,0.678098
229,0.060142,0.236339,0.811705,0.164650,0.463450,0.146585,0.091140,0.012385,0.093123,0.070760,0.666342
230,0.060275,0.235375,0.800753,0.115984,0.466065,0.130286,0.072235,0.013597,0.163599,0.073898,0.667410
231,0.059990,0.248695,0.632018,0.293765,0.486275,0.106981,0.113945,0.049786,0.327512,0.072744,0.672294
232,0.059948,0.281032,0.319661,0.555982,0.502880,0.090170,0.149892,0.190114,0.430006,0.076372,0.676151
233,0.060053,0.242144,0.703985,0.295544,0.480800,0.148041,0.107874,0.035499,0.127022,0.074448,0.670361
234,0.059992,0.260292,0.505528,0.419429,0.494088,0.107691,0.150717,0.130762,0.207624,0.071255,0.674519
235,0.060049,0.250675,0.594130,0.404602,0.488560,0.094219,0.151396,0.041300,0.157194,0.082147,0.671915
236,0.059927,0.244922,0.685791,0.339283,0.480981,0.112854,0.083950,0.042079,0.177871,0.072314,0.671022
237,0.059948,0.281032,0.316248,0.629249,0.502712,0.119042,0.203482,0.461984,0.429640,0.080040,0.676394
238,0.060331,0.243439,0.819519,0.075662,0.446756,0.158605,0.048173,0.012163,0.078780,0.065303,0.662176
239,0.060107,0.239014,0.747734,0.273166,0.477433,0.103734,0.080424,0.011234,0.146283,0.073912,0.670158
240,0.060091,0.251439,0.558642,0.297827,0.491807,0.132274,0.134807,0.077494,0.183428,0.071910,0.673205
241,0.054397,0.424433,0.089029,0.058039,0.464680,0.165634,0.079855,0.083481,0.226516,0.063195,0.693489
242,0.060227,0.238181,0.729715,0.278545,0.478097,0.124921,0.086723,0.018598,0.150369,0.070256,0.670333
243,0.060518,0.234568,0.810705,0.143529,0.463274,0.131205,0.079016,0.012316,0.127802,0.072400,0.666049
